text,intent
Give me a healthy diet for obesity,diet_advice
What's the dose for amoxicillin?,medication_info
Can I take cetirizine with cetirizine?,medication_info
Suffering from fever lately,symptom_check
Can you book me a general physician appointment?,appointment_booking
Feeling dizziness and nausea,symptom_check
Need to see a dentist soon,appointment_booking
"Need immediate help, I'm chest pain",emergency_help
Book an appointment with a general physician,appointment_booking
My sibling has a cough,symptom_check
I want to meet a dermatologist this week,appointment_booking
Suffering from chills lately,symptom_check
Give me a healthy diet for obesity,diet_advice
Emergency! My sibling is unconscious,emergency_help
I want to meet a cardiologist this week,appointment_booking
Is it safe to use cetirizine every day?,medication_info
What's the dose for amoxicillin?,medication_info
Schedule a visit to the dermatologist,appointment_booking
I have a cough and nausea,symptom_check
Feeling dizziness and headache,symptom_check
What should a hypertension patient eat?,diet_advice
Can you book me a cardiologist appointment?,appointment_booking
Is spinach good for anemia?,diet_advice
I'm having a seizure,emergency_help
Feeling chills and headache,symptom_check
What's the dose for cetirizine?,medication_info
"Severe nausea, what to do?",emergency_help
Suggest foods for hypertension,diet_advice
"Experiencing nausea, cough, and cough",symptom_check
Emergency! My mother is chest pain,emergency_help
Suggest foods for obesity,diet_advice
Schedule a visit to the cardiologist,appointment_booking
Emergency! My friend is seizure,emergency_help
What's the dose for aspirin?,medication_info
I have a chills and headache,symptom_check
Need to see a dermatologist soon,appointment_booking
Book an appointment with a neurologist,appointment_booking
Suggest foods for obesity,diet_advice
Give me a healthy diet for anemia,diet_advice
"Can't breathe properly, urgent help",emergency_help
I want to meet a dermatologist this week,appointment_booking
Emergency! My friend is unconscious,emergency_help
Feeling nausea and headache,symptom_check
"Experiencing dizziness, cough, and headache",symptom_check
Need to see a neurologist soon,appointment_booking
What should I take for headache?,medication_info
What should a anemia patient eat?,diet_advice
I want to meet a dermatologist this week,appointment_booking
What foods to avoid if I have diabetes?,diet_advice
Schedule a visit to the general physician,appointment_booking
Give me a healthy diet for pregnancy,diet_advice
Give me a healthy diet for hypertension,diet_advice
What should I take for dizziness?,medication_info
Feeling dizziness and nausea,symptom_check
Suffering from dizziness lately,symptom_check
Is bread good for anemia?,diet_advice
Can amoxicillin be taken on an empty stomach?,medication_info
Emergency! My sibling is seizure,emergency_help
Schedule a visit to the general physician,appointment_booking
Suggest foods for obesity,diet_advice
I'm having a unconscious,emergency_help
"Experiencing chills, chills, and fever",symptom_check
What's the dose for paracetamol?,medication_info
Emergency! My father is difficulty breathing,emergency_help
Is spinach good for hypertension?,diet_advice
Can cetirizine be taken on an empty stomach?,medication_info
Need to see a dermatologist soon,appointment_booking
Feeling headache and dizziness,symptom_check
I have a cough and nausea,symptom_check
Is it safe to use aspirin every day?,medication_info
What should a pregnancy patient eat?,diet_advice
I want to meet a dermatologist this week,appointment_booking
Book an appointment with a neurologist,appointment_booking
Book an appointment with a dermatologist,appointment_booking
"Severe cough, what to do?",emergency_help
Feeling chills and fever,symptom_check
Is it safe to use cetirizine every day?,medication_info
Suffering from cough lately,symptom_check
What foods to avoid if I have obesity?,diet_advice
What should I take for sore throat?,medication_info
What's the dose for ibuprofen?,medication_info
Emergency! My sibling is seizure,emergency_help
Can you book me a dermatologist appointment?,appointment_booking
I have a dizziness and nausea,symptom_check
Suggest foods for pregnancy,diet_advice
Suffering from chills lately,symptom_check
What foods to avoid if I have pregnancy?,diet_advice
Feeling fever and headache,symptom_check
Feeling headache and sore throat,symptom_check
I want to meet a neurologist this week,appointment_booking
Suggest foods for hypertension,diet_advice
"Experiencing headache, cough, and fever",symptom_check
Can I take cetirizine with amoxicillin?,medication_info
Feeling nausea and dizziness,symptom_check
Book an appointment with a neurologist,appointment_booking
Feeling cough and fever,symptom_check
"Experiencing headache, sore throat, and cough",symptom_check
What foods to avoid if I have pregnancy?,diet_advice
What should a obesity patient eat?,diet_advice
Can ibuprofen be taken on an empty stomach?,medication_info
I have a nausea and nausea,symptom_check
Suggest foods for anemia,diet_advice
Feeling chills and cough,symptom_check
What's the dose for ibuprofen?,medication_info
I'm having a chest pain,emergency_help
What's the dose for cetirizine?,medication_info
Is milk good for pregnancy?,diet_advice
Suffering from headache lately,symptom_check
Suffering from sore throat lately,symptom_check
What foods to avoid if I have anemia?,diet_advice
I have a chills and dizziness,symptom_check
I'm having a seizure,emergency_help
Need to see a general physician soon,appointment_booking
Need to see a cardiologist soon,appointment_booking
"Experiencing fever, dizziness, and headache",symptom_check
Emergency! My friend is chest pain,emergency_help
I'm having a difficulty breathing,emergency_help
What's the dose for cetirizine?,medication_info
Emergency! My child is chest pain,emergency_help
My mother has a nausea,symptom_check
I'm having a fainting,emergency_help
I have a cough and cough,symptom_check
"Can't breathe properly, urgent help",emergency_help
"Can't breathe properly, urgent help",emergency_help
"Can't breathe properly, urgent help",emergency_help
Is rice good for pregnancy?,diet_advice
"Can't breathe properly, urgent help",emergency_help
"Severe cough, what to do?",emergency_help
I want to meet a dermatologist this week,appointment_booking
What should I take for cough?,medication_info
"Severe headache, what to do?",emergency_help
What foods to avoid if I have anemia?,diet_advice
Is it safe to use amoxicillin every day?,medication_info
Can you book me a general physician appointment?,appointment_booking
Suffering from dizziness lately,symptom_check
Emergency! My father is fainting,emergency_help
Is it safe to use ibuprofen every day?,medication_info
What's the dose for amoxicillin?,medication_info
What should a pregnancy patient eat?,diet_advice
"Need immediate help, I'm seizure",emergency_help
Give me a healthy diet for hypertension,diet_advice
My father has a nausea,symptom_check
Emergency! My child is unconscious,emergency_help
"Severe nausea, what to do?",emergency_help
"Experiencing headache, chills, and nausea",symptom_check
Schedule a visit to the dermatologist,appointment_booking
Give me a healthy diet for obesity,diet_advice
What should I take for nausea?,medication_info
I want to meet a dermatologist this week,appointment_booking
I have a nausea and sore throat,symptom_check
I want to meet a neurologist this week,appointment_booking
Is it safe to use amoxicillin every day?,medication_info
Suggest foods for pregnancy,diet_advice
Feeling sore throat and headache,symptom_check
"Can't breathe properly, urgent help",emergency_help
"Severe cough, what to do?",emergency_help
"Can't breathe properly, urgent help",emergency_help
My mother has a nausea,symptom_check
"Need immediate help, I'm chest pain",emergency_help
What should I take for dizziness?,medication_info
I want to meet a general physician this week,appointment_booking
Is it safe to use ibuprofen every day?,medication_info
Is milk good for hypertension?,diet_advice
Is it safe to use amoxicillin every day?,medication_info
Can I take paracetamol with cetirizine?,medication_info
Emergency! My father is unconscious,emergency_help
What should I take for chills?,medication_info
Suffering from dizziness lately,symptom_check
Can cetirizine be taken on an empty stomach?,medication_info
Feeling cough and cough,symptom_check
Need to see a neurologist soon,appointment_booking
Feeling cough and nausea,symptom_check
Feeling sore throat and fever,symptom_check
Schedule a visit to the dentist,appointment_booking
I'm having a difficulty breathing,emergency_help
What's the dose for amoxicillin?,medication_info
"Need immediate help, I'm fainting",emergency_help
Schedule a visit to the cardiologist,appointment_booking
Need to see a dentist soon,appointment_booking
I have a cough and cough,symptom_check
Suggest foods for diabetes,diet_advice
Emergency! My mother is seizure,emergency_help
